sku,salesdate,price,unitsordered,sales,cogs,fba,reffee,adspend,profit,comp_1_price,comp_2_price,comp_3_price,comp_4_price,comp_5_price,comp_data_min_price,comp_data_max_price,managed_fba_stock_level,min_price,max_price
File Folders SKU 21,10/1/22,18.99,8,152,36,53,23,2,38,26.38,,,,,26.38,26.38,512.0,14.99,23.99
File Folders SKU 21,10/2/22,18.99,5,95,22,33,14,2,24,26.38,,,,,26.38,26.38,501.0,14.99,23.99
File Folders SKU 21,10/3/22,18.69,20,374,89,132,56,8,89,27.23,,,,,27.23,27.23,484.0,14.99,23.99
File Folders SKU 21,10/4/22,18.79,23,432,102,152,65,3,110,27.23,,,,,27.23,27.23,469.0,14.99,23.99
File Folders SKU 21,10/5/22,18.89,21,397,93,139,60,6,99,27.23,,,,,27.23,27.23,461.0,14.99,23.99
File Folders SKU 21,10/6/22,18.89,20,378,89,132,57,3,97,27.23,,,,,27.23,27.23,448.0,14.99,23.99
File Folders SKU 21,10/7/22,18.89,9,170,40,59,26,6,39,27.23,,,,,27.23,27.23,432.0,14.99,23.99
File Folders SKU 21,10/8/22,18.99,4,76,18,26,11,3,18,27.23,,,,,27.23,27.23,409.0,14.99,23.99
File Folders SKU 21,10/9/22,18.89,11,208,49,73,31,2,53,27.23,,,,,27.23,27.23,386.0,14.99,23.99
File Folders SKU 21,10/10/22,14.69,31,455,138,205,68,5,39,27.23,,,,,27.23,27.23,380.0,14.99,23.99
File Folders SKU 21,10/11/22,18.99,22,418,98,145,63,6,106,27.23,,,,,27.23,27.23,372.0,14.99,23.99
File Folders SKU 21,10/12/22,18.79,13,244,58,86,37,6,57,25.99,,,,,25.99,25.99,351.0,14.99,23.99
File Folders SKU 21,10/13/22,18.89,14,264,62,92,40,5,65,25.99,,,,,25.99,25.99,321.0,14.99,23.99
File Folders SKU 21,10/14/22,18.79,29,545,129,191,82,7,136,25.99,,,,,25.99,25.99,312.0,14.99,23.99
File Folders SKU 21,10/15/22,18.99,7,133,31,46,20,4,32,25.99,,,,,25.99,25.99,295.0,14.99,23.99
File Folders SKU 21,10/16/22,18.99,9,171,40,59,26,1,45,25.99,,,,,25.99,25.99,278.0,14.99,23.99
File Folders SKU 21,10/17/22,18.99,28,532,124,185,80,4,139,25.99,,,,,25.99,25.99,265.0,14.99,23.99
File Folders SKU 21,10/18/22,18.89,14,264,62,92,40,8,62,25.99,,,,,25.99,25.99,241.0,14.99,23.99
File Folders SKU 21,10/19/22,18.69,25,467,111,165,70,2,119,25.99,,,,,25.99,25.99,238.0,14.99,23.99
File Folders SKU 21,10/20/22,20.19,14,283,62,92,42,2,85,25.99,,,,,25.99,25.99,216.0,14.99,23.99
File Folders SKU 21,10/21/22,18.79,9,169,40,59,25,3,42,25.99,,,,,25.99,25.99,203.0,14.99,23.99
File Folders SKU 21,10/22/22,18.89,9,170,40,59,26,2,43,25.99,,,,,25.99,25.99,173.0,14.99,23.99
File Folders SKU 21,10/23/22,18.99,6,114,27,40,17,4,26,25.99,,,,,25.99,25.99,165.0,14.99,23.99
File Folders SKU 21,10/24/22,18.29,30,549,133,198,82,3,133,25.99,,,,,25.99,25.99,158.0,14.99,23.99
File Folders SKU 21,10/25/22,18.59,33,613,147,218,92,6,150,25.99,,,,,25.99,25.99,150.0,14.99,23.99
File Folders SKU 21,10/26/22,18.89,23,434,102,152,65,5,110,25.99,,,,,25.99,25.99,136.0,14.99,23.99
File Folders SKU 21,10/27/22,18.89,31,586,138,205,88,4,151,25.99,,,,,25.99,25.99,116.0,14.99,23.99
File Folders SKU 21,10/28/22,18.99,5,95,22,33,14,5,21,25.99,,,,,25.99,25.99,89.0,14.99,23.99
File Folders SKU 21,10/29/22,18.99,1,19,4,7,3,2,3,25.99,,,,,25.99,25.99,71.0,14.99,23.99
File Folders SKU 21,10/30/22,0.0,0,0,0,0,0,0,0,25.99,,,,,25.99,25.99,34.0,14.99,23.99
File Folders SKU 21,10/31/22,0.0,0,0,0,0,0,0,0,25.99,,,,,25.99,25.99,11.0,14.99,23.99
File Folders SKU 21,11/1/22,0.0,0,0,0,0,0,0,0,25.99,,,,,25.99,25.99,10.0,14.99,23.99
File Folders SKU 21,11/2/22,18.99,1,19,4,7,3,1,4,25.99,,,,,25.99,25.99,8.0,14.99,23.99
File Folders SKU 21,11/3/22,0.0,0,0,0,0,0,0,0,25.99,,,,,25.99,25.99,3.0,14.99,23.99
File Folders SKU 21,11/4/22,0.0,0,0,0,0,0,0,0,25.99,,,,,25.99,25.99,,14.99,23.99
File Folders SKU 21,11/5/22,0.0,0,0,0,0,0,0,0,25.99,,,,,25.99,25.99,3.0,14.99,23.99
File Folders SKU 21,11/6/22,0.0,0,0,0,0,0,0,0,25.99,,,,,25.99,25.99,2.0,14.99,23.99
File Folders SKU 21,11/7/22,0.0,0,0,0,0,0,0,0,25.99,,,,,25.99,25.99,2.0,14.99,23.99
File Folders SKU 21,11/8/22,0.0,0,0,0,0,0,0,0,25.99,,,,,25.99,25.99,2.0,14.99,23.99
File Folders SKU 21,11/9/22,0.0,0,0,0,0,0,0,0,25.99,,,,,25.99,25.99,2.0,14.99,23.99
File Folders SKU 21,11/10/22,0.0,0,0,0,0,0,0,0,25.99,,,,,25.99,25.99,0.0,14.99,23.99
File Folders SKU 21,11/11/22,0.0,0,0,0,0,0,0,0,25.99,,,,,25.99,25.99,0.0,14.99,23.99
File Folders SKU 21,11/12/22,0.0,0,0,0,0,0,0,0,25.99,,,,,25.99,25.99,0.0,14.99,23.99
File Folders SKU 21,11/13/22,0.0,0,0,0,0,0,0,0,25.99,,,,,25.99,25.99,0.0,14.99,23.99
File Folders SKU 21,11/14/22,0.0,0,0,0,0,0,0,0,25.99,,,,,25.99,25.99,0.0,14.99,23.99
File Folders SKU 21,11/15/22,0.0,0,0,0,0,0,0,0,25.99,,,,,25.99,25.99,0.0,14.99,23.99
File Folders SKU 21,11/16/22,0.0,0,0,0,0,0,0,0,25.99,,,,,25.99,25.99,0.0,14.99,23.99
File Folders SKU 21,11/17/22,18.99,1,19,4,7,3,2,3,25.99,,,,,25.99,25.99,0.0,14.99,23.99
File Folders SKU 21,11/18/22,18.99,1,19,4,7,3,1,4,25.99,,,,,25.99,25.99,0.0,14.99,23.99
File Folders SKU 21,11/19/22,18.99,2,38,9,13,6,3,7,25.99,,,,,25.99,25.99,4.0,14.99,23.99
File Folders SKU 21,11/20/22,0.0,0,0,0,0,0,0,0,25.99,,,,,25.99,25.99,4.0,14.99,23.99
File Folders SKU 21,11/21/22,0.0,0,0,0,0,0,0,0,25.99,,,,,25.99,25.99,4.0,14.99,23.99
File Folders SKU 21,11/22/22,0.0,0,0,0,0,0,0,0,25.99,,,,,25.99,25.99,4.0,14.99,23.99
File Folders SKU 21,11/23/22,0.0,0,0,0,0,0,0,0,25.99,,,,,25.99,25.99,4.0,14.99,23.99
File Folders SKU 21,11/24/22,0.0,0,0,0,0,0,0,0,25.99,,,,,25.99,25.99,4.0,14.99,23.99
File Folders SKU 21,11/25/22,0.0,0,0,0,0,0,0,0,25.99,,,,,25.99,25.99,3.0,14.99,23.99
File Folders SKU 21,11/26/22,0.0,0,0,0,0,0,0,0,25.99,,,,,25.99,25.99,3.0,14.99,23.99
File Folders SKU 21,11/27/22,0.0,0,0,0,0,0,1,-1,25.99,,,,,25.99,25.99,3.0,14.99,23.99
File Folders SKU 21,11/28/22,18.99,1,19,4,7,3,1,4,25.99,,,,,25.99,25.99,3.0,14.99,23.99
File Folders SKU 21,11/29/22,0.0,0,0,0,0,0,0,0,25.99,,,,,25.99,25.99,3.0,14.99,23.99
File Folders SKU 21,11/30/22,0.0,0,0,0,0,0,0,0,25.99,,,,,25.99,25.99,2.0,14.99,23.99
File Folders SKU 21,12/1/22,0.0,0,0,0,0,0,0,0,25.99,,,,,25.99,25.99,1.0,14.99,23.99
File Folders SKU 21,12/2/22,0.0,0,0,0,0,0,0,0,25.99,,,,,25.99,25.99,1.0,14.99,23.99
File Folders SKU 21,12/3/22,0.0,0,0,0,0,0,0,0,25.99,,,,,25.99,25.99,1.0,14.99,23.99
File Folders SKU 21,12/4/22,0.0,0,0,0,0,0,0,0,25.99,,,,,25.99,25.99,0.0,14.99,23.99
File Folders SKU 21,12/5/22,0.0,0,0,0,0,0,0,0,25.99,,,,,25.99,25.99,0.0,14.99,23.99
File Folders SKU 21,12/6/22,0.0,0,0,0,0,0,0,0,25.99,,,,,25.99,25.99,0.0,14.99,23.99
File Folders SKU 21,12/7/22,0.0,0,0,0,0,0,0,0,22.47,,,,,22.47,22.47,0.0,14.99,23.99
File Folders SKU 21,12/8/22,18.99,1,19,4,7,3,0,5,22.47,,,,,22.47,22.47,0.0,14.99,23.99
File Folders SKU 21,12/9/22,0.0,0,0,0,0,0,0,0,22.47,,,,,22.47,22.47,0.0,14.99,23.99
File Folders SKU 21,12/10/22,0.0,0,0,0,0,0,0,0,22.47,,,,,22.47,22.47,0.0,14.99,23.99
File Folders SKU 21,12/11/22,0.0,0,0,0,0,0,0,0,22.47,,,,,22.47,22.47,0.0,14.99,23.99
File Folders SKU 21,12/12/22,0.0,0,0,0,0,0,0,0,22.47,,,,,22.47,22.47,0.0,14.99,23.99
File Folders SKU 21,12/13/22,0.0,0,0,0,0,0,0,0,22.47,,,,,22.47,22.47,0.0,14.99,23.99
File Folders SKU 21,12/14/22,0.0,0,0,0,0,0,0,0,22.47,,,,,22.47,22.47,0.0,14.99,23.99
File Folders SKU 21,12/15/22,0.0,0,0,0,0,0,0,0,22.47,,,,,22.47,22.47,0.0,14.99,23.99
File Folders SKU 21,12/16/22,0.0,0,0,0,0,0,0,0,22.47,,,,,22.47,22.47,0.0,14.99,23.99
File Folders SKU 21,12/17/22,0.0,0,0,0,0,0,0,0,22.47,,,,,22.47,22.47,0.0,14.99,23.99
File Folders SKU 21,12/18/22,0.0,0,0,0,0,0,0,0,22.47,,,,,22.47,22.47,0.0,14.99,23.99
File Folders SKU 21,12/19/22,0.0,0,0,0,0,0,0,0,22.47,,,,,22.47,22.47,0.0,14.99,23.99
File Folders SKU 21,12/20/22,0.0,0,0,0,0,0,0,0,22.47,,,,,22.47,22.47,0.0,14.99,23.99
File Folders SKU 21,12/21/22,0.0,0,0,0,0,0,0,0,22.47,,,,,22.47,22.47,0.0,14.99,23.99
File Folders SKU 21,12/22/22,0.0,0,0,0,0,0,0,0,22.47,,,,,22.47,22.47,0.0,14.99,23.99
File Folders SKU 21,12/23/22,0.0,0,0,0,0,0,0,0,22.47,,,,,22.47,22.47,0.0,14.99,23.99
File Folders SKU 21,12/24/22,0.0,0,0,0,0,0,0,0,22.47,,,,,22.47,22.47,0.0,14.99,23.99
File Folders SKU 21,12/25/22,0.0,0,0,0,0,0,0,0,22.47,,,,,22.47,22.47,0.0,14.99,23.99
File Folders SKU 21,12/26/22,0.0,0,0,0,0,0,0,0,22.47,,,,,22.47,22.47,0.0,14.99,23.99
File Folders SKU 21,12/27/22,0.0,0,0,0,0,0,0,0,22.47,,,,,22.47,22.47,0.0,14.99,23.99
File Folders SKU 21,12/28/22,0.0,0,0,0,0,0,0,0,22.47,,,,,22.47,22.47,0.0,14.99,23.99
File Folders SKU 21,12/29/22,0.0,0,0,0,0,0,0,0,22.47,,,,,22.47,22.47,0.0,14.99,23.99
File Folders SKU 21,12/30/22,0.0,0,0,0,0,0,0,0,22.47,,,,,22.47,22.47,0.0,14.99,23.99
File Folders SKU 21,12/31/22,0.0,0,0,0,0,0,0,0,22.47,,,,,22.47,22.47,0.0,14.99,23.99
File Folders SKU 21,1/1/23,0.0,0,0,0,0,0,0,0,22.47,,,,,22.47,22.47,0.0,14.99,23.99
File Folders SKU 21,1/2/23,0.0,0,0,0,0,0,0,0,22.47,,,,,22.47,22.47,0.0,14.99,23.99
File Folders SKU 21,1/3/23,18.99,1,19,4,7,3,3,2,22.47,,,,,22.47,22.47,0.0,14.99,23.99
File Folders SKU 21,1/4/23,18.89,4,76,18,26,11,12,9,22.47,,,,,22.47,22.47,0.0,14.99,23.99
File Folders SKU 21,1/5/23,18.79,4,75,18,26,11,13,7,22.47,,,,,22.47,22.47,0.0,14.99,23.99
File Folders SKU 21,1/6/23,18.89,11,208,49,73,31,9,46,22.47,,,,,22.47,22.47,0.0,14.99,23.99
File Folders SKU 21,1/8/23,18.99,6,114,27,40,17,4,26,22.47,,,,,22.47,22.47,0.0,14.99,23.99
File Folders SKU 21,1/9/23,18.79,6,113,27,40,17,8,21,22.47,,,,,22.47,22.47,0.0,14.99,23.99
File Folders SKU 21,1/10/23,18.99,4,76,18,26,11,9,12,22.47,,,,,22.47,22.47,0.0,14.99,23.99
File Folders SKU 21,1/11/23,18.89,7,132,31,46,20,6,29,22.47,,,,,22.47,22.47,0.0,14.99,23.99
File Folders SKU 21,1/12/23,18.79,9,169,40,59,25,8,37,22.47,,,,,22.47,22.47,0.0,14.99,23.99
File Folders SKU 21,1/13/23,18.79,14,263,62,92,39,9,61,25.13,,,,,25.13,25.13,0.0,14.99,23.99
File Folders SKU 21,1/14/23,18.99,7,133,31,46,20,7,29,25.13,,,,,25.13,25.13,0.0,14.99,23.99
File Folders SKU 21,1/15/23,18.89,3,57,13,20,9,4,11,25.13,,,,,25.13,25.13,151.0,14.99,23.99
File Folders SKU 21,1/16/23,18.89,9,170,40,59,26,15,30,25.13,,,,,25.13,25.13,150.0,14.99,23.99
File Folders SKU 21,1/17/23,18.79,15,282,67,99,42,11,63,25.13,,,,,25.13,25.13,149.0,14.99,23.99
File Folders SKU 21,1/18/23,18.79,33,620,147,218,93,12,150,25.13,,,,,25.13,25.13,294.0,14.99,23.99
File Folders SKU 21,1/19/23,18.79,8,150,36,53,22,11,28,25.13,,,,,25.13,25.13,282.0,14.99,23.99
File Folders SKU 21,1/20/23,18.89,11,208,49,73,31,13,42,23.01,,,,,23.01,23.01,269.0,14.99,23.99
File Folders SKU 21,1/21/23,18.99,11,209,49,73,31,22,34,23.01,,,,,23.01,23.01,241.0,14.99,23.99
File Folders SKU 21,1/22/23,18.99,11,209,49,73,31,15,41,23.01,,,,,23.01,23.01,226.0,14.99,23.99
File Folders SKU 21,1/23/23,18.99,18,342,80,119,51,19,73,23.01,,,,,23.01,23.01,201.0,14.99,23.99
File Folders SKU 21,1/24/23,18.89,24,453,107,158,68,15,105,23.01,,,,,23.01,23.01,193.0,14.99,23.99
File Folders SKU 21,1/25/23,18.79,18,338,80,119,51,19,69,23.01,,,,,23.01,23.01,167.0,14.99,23.99
File Folders SKU 21,1/26/23,18.39,42,772,186,277,116,28,165,23.01,,,,,23.01,23.01,141.0,14.99,23.99
File Folders SKU 21,1/27/23,18.89,17,321,75,112,48,16,70,26.06,,,,,26.06,26.06,103.0,14.99,23.99
File Folders SKU 21,1/28/23,18.99,12,228,53,79,34,24,38,26.06,,,,,26.06,26.06,322.0,14.99,23.99
File Folders SKU 21,1/29/23,18.99,5,95,22,33,14,16,10,26.06,,,,,26.06,26.06,306.0,14.99,23.99
File Folders SKU 21,1/30/23,18.99,17,323,75,112,48,25,63,26.06,,,,,26.06,26.06,282.0,14.99,23.99
File Folders SKU 21,1/31/23,18.89,23,434,102,152,65,29,86,26.06,,,,,26.06,26.06,270.0,14.99,23.99
File Folders SKU 21,2/1/23,18.79,21,395,93,139,59,22,82,26.06,,,,,26.06,26.06,267.0,14.99,23.99
File Folders SKU 21,2/2/23,18.79,21,395,93,139,59,23,81,26.06,,,,,26.06,26.06,259.0,14.99,23.99
File Folders SKU 21,2/3/23,18.79,21,395,93,139,59,20,84,28.13,,,,,28.13,28.13,248.0,14.99,23.99
File Folders SKU 21,2/4/23,18.79,21,395,93,139,59,22,82,28.13,,,,,28.13,28.13,247.0,14.99,23.99
File Folders SKU 21,2/5/23,18.79,21,395,93,139,59,21,83,28.13,,,,,28.13,28.13,485.0,14.99,23.99
File Folders SKU 21,2/6/23,18.79,21,395,93,139,59,25,79,28.13,,,,,28.13,28.13,484.0,14.99,23.99
File Folders SKU 21,2/7/23,18.69,37,692,164,244,104,16,164,28.13,,,,,28.13,28.13,438.0,14.99,23.99
File Folders SKU 21,2/8/23,18.29,37,677,164,244,102,16,151,28.13,,,,,28.13,28.13,248.0,14.99,23.99
File Folders SKU 21,2/9/23,18.89,32,604,142,211,91,20,140,28.13,,,,,28.13,28.13,341.0,14.99,23.99
File Folders SKU 21,2/10/23,18.89,16,302,71,106,45,11,69,28.41,,,,,28.41,28.41,301.0,14.99,23.99
File Folders SKU 21,2/11/23,18.99,19,361,84,125,54,12,86,28.41,,,,,28.41,28.41,386.0,14.99,23.99
File Folders SKU 21,2/12/23,18.99,20,380,89,132,57,13,89,28.41,,,,,28.41,28.41,365.0,14.99,23.99
File Folders SKU 21,2/13/23,18.89,31,586,138,205,88,17,138,28.41,,,,,28.41,28.41,345.0,14.99,23.99
File Folders SKU 21,2/14/23,18.89,27,510,120,178,76,14,122,28.41,,,,,28.41,28.41,318.0,14.99,23.99
File Folders SKU 21,2/15/23,18.69,40,748,178,264,112,23,171,28.41,,,,,28.41,28.41,299.0,14.99,23.99
File Folders SKU 21,2/16/23,18.19,25,455,111,165,68,15,96,28.41,,,,,28.41,28.41,299.0,14.99,23.99
File Folders SKU 21,2/17/23,18.89,21,397,93,139,60,14,91,25.99,,,,,25.99,25.99,299.0,14.99,23.99
File Folders SKU 21,2/18/23,18.99,15,285,67,99,43,15,61,25.99,,,,,25.99,25.99,299.0,14.99,23.99
File Folders SKU 21,2/19/23,18.99,15,285,67,99,43,17,59,25.99,,,,,25.99,25.99,200.0,14.99,23.99
File Folders SKU 21,2/20/23,18.69,34,635,151,224,95,13,152,25.99,,,,,25.99,25.99,200.0,14.99,23.99
File Folders SKU 21,2/21/23,18.89,31,586,138,205,88,13,142,25.99,,,,,25.99,25.99,200.0,14.99,23.99
File Folders SKU 21,2/22/23,18.99,20,380,89,132,57,16,86,25.99,,,,,25.99,25.99,200.0,14.99,23.99
File Folders SKU 21,2/23/23,18.99,22,418,98,145,63,20,92,25.99,,,,,25.99,25.99,200.0,14.99,23.99
File Folders SKU 21,2/24/23,18.99,6,114,27,40,17,24,6,25.99,,,,,25.99,25.99,200.0,14.99,23.99
File Folders SKU 21,2/25/23,18.99,4,76,18,26,11,24,-3,25.99,,,,,25.99,25.99,26.0,14.99,23.99
File Folders SKU 21,2/25/23,18.99,4,76,18,26,11,24,-3,25.99,,,,,25.99,25.99,26.0,14.99,23.99
File Folders SKU 21,2/26/23,18.99,16,304,71,106,46,25,56,25.99,,,,,25.99,25.99,26.0,14.99,23.99
File Folders SKU 21,2/27/23,17.99,21,378,93,139,57,31,58,25.99,,,,,25.99,25.99,701.0,14.99,23.99
File Folders SKU 21,2/28/23,18.99,24,456,107,158,68,26,97,25.99,,,,,25.99,25.99,695.0,14.99,23.99
File Folders SKU 21,3/1/23,18.89,33,623,147,218,93,29,136,25.99,,,,,25.99,25.99,676.0,14.99,23.99
File Folders SKU 21,3/2/23,18.89,20,378,89,132,57,25,75,25.99,,,,,25.99,25.99,649.0,14.99,23.99
File Folders SKU 21,3/3/23,18.89,18,340,80,119,51,19,71,23.06,,,,,23.06,23.06,625.0,14.99,23.99
File Folders SKU 21,3/4/23,18.99,17,323,75,112,48,8,80,23.06,,,,,23.06,23.06,596.0,14.99,23.99
File Folders SKU 21,3/5/23,18.99,11,209,49,73,31,10,46,23.06,,,,,23.06,23.06,588.0,14.99,23.99
File Folders SKU 21,3/6/23,18.79,26,489,115,172,73,14,115,23.06,,,,,23.06,23.06,1178.0,14.99,23.99
File Folders SKU 21,3/7/23,18.89,22,416,98,145,62,24,87,23.06,,,,,23.06,23.06,1166.0,14.99,23.99
File Folders SKU 21,3/8/23,18.89,16,302,71,106,45,22,58,23.06,,,,,23.06,23.06,1154.0,14.99,23.99
File Folders SKU 21,3/9/23,18.89,27,510,120,178,76,24,112,23.06,,,,,23.06,23.06,1136.0,14.99,23.99
File Folders SKU 21,3/10/23,18.99,22,418,98,145,63,21,91,22.84,,,,,22.84,22.84,1113.0,14.99,23.99
File Folders SKU 21,3/11/23,18.99,16,304,71,106,46,19,62,22.84,,,,,22.84,22.84,1096.0,14.99,23.99
File Folders SKU 21,3/12/23,18.99,11,209,49,73,31,24,32,22.84,,,,,22.84,22.84,1079.0,14.99,23.99
File Folders SKU 21,3/13/23,18.89,23,434,102,152,65,23,92,22.84,,,,,22.84,22.84,1053.0,14.99,23.99
File Folders SKU 21,3/14/23,18.89,18,340,80,119,51,16,74,22.84,,,,,22.84,22.84,1021.0,14.99,23.99
File Folders SKU 21,3/15/23,18.79,27,507,120,178,76,24,109,22.84,,,,,22.84,22.84,987.0,14.99,23.99
File Folders SKU 21,3/16/23,18.79,19,357,84,125,54,17,77,22.84,,,,,22.84,22.84,960.0,14.99,23.99
File Folders SKU 21,3/17/23,18.69,12,224,53,79,34,18,40,23.31,,,,,23.31,23.31,943.0,14.99,23.99
File Folders SKU 21,3/18/23,18.89,6,113,27,40,17,15,14,23.31,,,,,23.31,23.31,924.0,14.99,23.99
File Folders SKU 21,3/19/23,18.99,10,190,44,66,28,21,31,23.31,,,,,23.31,23.31,920.0,14.99,23.99
File Folders SKU 21,3/20/23,18.79,21,395,93,139,59,19,85,23.31,,,,,23.31,23.31,902.0,14.99,23.99
File Folders SKU 21,3/21/23,18.89,14,264,62,92,40,21,49,23.31,,,,,23.31,23.31,882.0,14.99,23.99
File Folders SKU 21,3/22/23,18.89,18,340,80,119,51,15,75,23.31,,,,,23.31,23.31,862.0,14.99,23.99
File Folders SKU 21,3/23/23,18.79,12,225,53,79,34,17,42,23.31,,,,,23.31,23.31,858.0,14.99,23.99
File Folders SKU 21,3/24/23,18.89,20,378,89,132,57,15,85,27.87,,,,,27.87,27.87,840.0,14.99,23.99
File Folders SKU 21,3/25/23,18.99,14,266,62,92,40,5,67,27.87,,,,,27.87,27.87,831.0,14.99,23.99
File Folders SKU 21,3/26/23,18.99,5,95,22,33,14,15,11,27.87,,,,,27.87,27.87,822.0,14.99,23.99
File Folders SKU 21,3/27/23,18.89,10,189,44,66,28,4,47,27.87,,,,,27.87,27.87,811.0,14.99,23.99
File Folders SKU 21,3/28/23,18.89,23,434,102,152,65,8,107,27.87,,,,,27.87,27.87,793.0,14.99,23.99
File Folders SKU 21,3/29/23,18.69,15,280,67,99,42,15,57,27.87,,,,,27.87,27.87,779.0,14.99,23.99
File Folders SKU 21,3/30/23,18.99,24,456,107,158,68,9,114,27.87,,,,,27.87,27.87,766.0,14.99,23.99
File Folders SKU 21,3/31/23,15.79,12,189,53,79,28,8,21,27.87,,,,,27.87,27.87,748.0,14.99,23.99
File Folders SKU 21,4/1/23,18.89,6,113,27,40,17,6,23,27.87,,,,,27.87,27.87,732.0,14.99,23.99
File Folders SKU 21,4/2/23,18.69,7,131,31,46,20,10,24,27.87,,,,,27.87,27.87,725.0,14.99,23.99
File Folders SKU 21,4/3/23,18.89,17,321,75,112,48,11,75,27.87,,,,,27.87,27.87,719.0,14.99,23.99
File Folders SKU 21,4/4/23,18.79,18,338,80,119,51,12,76,27.87,,,,,27.87,27.87,700.0,14.99,23.99
File Folders SKU 21,4/5/23,18.89,14,264,62,92,40,11,59,27.87,,,,,27.87,27.87,690.0,14.99,23.99
File Folders SKU 21,4/6/23,18.89,13,246,58,86,37,12,53,27.87,,,,,27.87,27.87,671.0,14.99,23.99
File Folders SKU 21,4/7/23,18.69,16,299,71,106,45,10,67,23.92,,,,,23.92,23.92,659.0,14.99,23.99
File Folders SKU 21,4/8/23,18.99,9,171,40,59,26,4,42,23.92,,,,,23.92,23.92,641.0,14.99,23.99
File Folders SKU 21,4/9/23,18.89,8,151,36,53,23,6,33,23.92,,,,,23.92,23.92,623.0,14.99,23.99
File Folders SKU 21,4/10/23,18.89,17,321,75,112,48,6,80,23.92,,,,,23.92,23.92,610.0,14.99,23.99
File Folders SKU 21,4/11/23,18.59,25,465,111,165,70,7,112,23.92,,,,,23.92,23.92,602.0,14.99,23.99
File Folders SKU 21,4/12/23,18.79,20,376,89,132,56,9,90,23.92,,,,,23.92,23.92,584.0,14.99,23.99
File Folders SKU 21,4/13/23,18.99,9,171,40,59,26,5,41,23.92,,,,,23.92,23.92,557.0,14.99,23.99
File Folders SKU 21,4/14/23,18.89,13,246,58,86,37,8,57,23.92,,,,,23.92,23.92,544.0,14.99,23.99
File Folders SKU 21,4/15/23,18.89,6,113,27,40,17,7,22,23.92,,,,,23.92,23.92,534.0,14.99,23.99
File Folders SKU 21,4/16/23,15.19,10,152,44,66,23,5,14,23.92,,,,,23.92,23.92,526.0,14.99,23.99
File Folders SKU 21,4/17/23,18.89,18,340,80,119,51,11,79,23.92,,,,,23.92,23.92,517.0,14.99,23.99
File Folders SKU 21,4/18/23,18.59,21,390,93,139,58,15,85,23.92,,,,,23.92,23.92,505.0,14.99,23.99
File Folders SKU 21,4/19/23,18.89,18,340,80,119,51,4,86,23.92,,,,,23.92,23.92,461.0,14.99,23.99
File Folders SKU 21,4/20/23,18.99,30,570,133,198,86,15,138,23.92,,,,,23.92,23.92,432.0,14.99,23.99
File Folders SKU 21,4/21/23,18.79,8,150,36,53,22,10,29,23.92,,,,,23.92,23.92,413.0,14.99,23.99
File Folders SKU 21,4/22/23,18.99,5,95,22,33,14,6,20,23.92,,,,,23.92,23.92,381.0,14.99,23.99
File Folders SKU 21,4/23/23,18.99,9,171,40,59,26,4,42,23.92,,,,,23.92,23.92,379.0,14.99,23.99
File Folders SKU 21,4/24/23,18.89,31,586,138,205,88,12,143,23.92,,,,,23.92,23.92,367.0,14.99,23.99
File Folders SKU 21,4/25/23,18.89,27,510,120,178,76,16,120,23.92,,,,,23.92,23.92,359.0,14.99,23.99
File Folders SKU 21,4/26/23,18.79,18,338,80,119,51,14,74,23.92,,,,,23.92,23.92,334.0,14.99,23.99
File Folders SKU 21,4/27/23,18.79,10,188,44,66,28,12,38,23.92,,,,,23.92,23.92,318.0,14.99,23.99
File Folders SKU 21,4/28/23,18.39,46,846,204,304,127,13,198,25.99,,,,,25.99,25.99,301.0,14.99,23.99
File Folders SKU 21,4/29/23,18.99,6,114,27,40,17,12,18,25.99,,,,,25.99,25.99,277.0,14.99,23.99
File Folders SKU 21,4/30/23,18.99,9,171,40,59,26,4,42,25.99,,,,,25.99,25.99,265.0,14.99,23.99
File Folders SKU 21,5/1/23,18.89,17,321,75,112,48,11,75,25.99,,,,,25.99,25.99,245.0,14.99,23.99
File Folders SKU 21,5/2/23,18.89,11,208,49,73,31,10,45,25.99,,,,,25.99,25.99,235.0,14.99,23.99
File Folders SKU 21,5/3/23,18.89,18,340,80,119,51,15,75,25.99,,,,,25.99,25.99,216.0,14.99,23.99
File Folders SKU 21,5/4/23,18.79,18,338,80,119,51,10,78,25.99,,,,,25.99,25.99,207.0,14.99,23.99
File Folders SKU 21,5/5/23,18.79,12,225,53,79,34,8,51,25.99,,,,,25.99,25.99,187.0,14.99,23.99
File Folders SKU 21,5/6/23,18.69,7,131,31,46,20,4,30,25.99,,,,,25.99,25.99,174.0,14.99,23.99
File Folders SKU 21,5/7/23,18.99,4,76,18,26,11,7,14,25.99,,,,,25.99,25.99,170.0,14.99,23.99
File Folders SKU 21,5/8/23,18.79,26,489,115,172,73,11,118,25.99,,,,,25.99,25.99,156.0,14.99,23.99
File Folders SKU 21,5/9/23,18.89,9,170,40,59,26,8,37,25.99,,,,,25.99,25.99,145.0,14.99,23.99
File Folders SKU 21,5/10/23,18.89,19,359,84,125,54,13,83,25.99,,,,,25.99,25.99,130.0,14.99,23.99
File Folders SKU 21,5/11/23,18.89,15,283,67,99,42,12,63,25.99,,,,,25.99,25.99,117.0,14.99,23.99
